# Wavelength,Intensity
4.582509155273437500e+02,1.393211914062500000e+03
4.587062377929687500e+02,1.381310058593750000e+03
4.591614990234375000e+02,1.393211914062500000e+03
4.596166992187500000e+02,1.391228149414062500e+03
4.600718994140625000e+02,1.391228149414062500e+03
4.605270996093750000e+02,1.385276977539062500e+03
4.609822387695312500e+02,1.397179809570312500e+03
4.614373779296875000e+02,1.389244262695312500e+03
4.618924560546875000e+02,1.399163818359375000e+03
4.623475341796875000e+02,1.397179809570312500e+03
4.628026123046875000e+02,1.383293579101562500e+03
4.632576904296875000e+02,1.402140136718750000e+03
4.637126464843750000e+02,1.395195800781250000e+03
4.641676635742187500e+02,1.389244262695312500e+03
4.646226196289062500e+02,1.388252563476562500e+03
4.650775756835937500e+02,1.397179809570312500e+03
4.655324707031250000e+02,1.397179809570312500e+03
4.659873657226562500e+02,1.389244262695312500e+03
4.664422607421875000e+02,1.399163818359375000e+03
4.668970947265625000e+02,1.390236206054687500e+03
4.673518676757812500e+02,1.388252563476562500e+03
4.678067016601562500e+02,1.385276977539062500e+03
4.682614746093750000e+02,1.399163818359375000e+03
4.687161865234375000e+02,1.391228149414062500e+03
4.691708984375000000e+02,1.398171752929687500e+03
4.696256103515625000e+02,1.399163818359375000e+03
4.700802612304687500e+02,1.388252563476562500e+03
4.705349121093750000e+02,1.389244262695312500e+03
4.709895629882812500e+02,1.391228149414062500e+03
4.714441528320312500e+02,1.397179809570312500e+03
4.718987426757812500e+02,1.391228149414062500e+03
4.723532714843750000e+02,1.399163818359375000e+03
4.728078002929687500e+02,1.389244262695312500e+03
4.732623291015625000e+02,1.391228149414062500e+03
4.737167968750000000e+02,1.385276977539062500e+03
4.741712646484375000e+02,1.392219970703125000e+03
4.746256713867187500e+02,1.393211914062500000e+03
4.750800781250000000e+02,1.391228149414062500e+03
4.755344238281250000e+02,1.401148071289062500e+03
4.759888305664062500e+02,1.394203735351562500e+03
4.764431152343750000e+02,1.393211914062500000e+03
4.768974609375000000e+02,1.391228149414062500e+03
4.773517456054687500e+02,1.395195800781250000e+03
4.778059692382812500e+02,1.384285278320312500e+03
4.782602539062500000e+02,1.400155883789062500e+03
4.787144165039062500e+02,1.396187744140625000e+03
4.791686401367187500e+02,1.390236206054687500e+03
4.796228027343750000e+02,1.390236206054687500e+03
4.800769042968750000e+02,1.389244262695312500e+03
4.805310058593750000e+02,1.392219970703125000e+03
4.809851074218750000e+02,1.386268798828125000e+03
4.814392089843750000e+02,1.394203735351562500e+03
4.818931884765625000e+02,1.398171752929687500e+03
4.823472290039062500e+02,1.390236206054687500e+03
4.828012084960937500e+02,1.395195800781250000e+03
4.832551879882812500e+02,1.393211914062500000e+03
4.837091064453125000e+02,1.394203735351562500e+03
4.841630249023437500e+02,1.384285278320312500e+03
4.846169433593750000e+02,1.398171752929687500e+03
4.850708007812500000e+02,1.395195800781250000e+03
4.855246582031250000e+02,1.392219970703125000e+03
4.859784545898437500e+02,1.393211914062500000e+03
4.864322509765625000e+02,1.386268798828125000e+03
4.868860473632812500e+02,1.390236206054687500e+03
4.873397827148437500e+02,1.388252563476562500e+03
4.877935180664062500e+02,1.395195800781250000e+03
4.882471923828125000e+02,1.385276977539062500e+03
4.887008666992187500e+02,1.405116455078125000e+03
4.891545410156250000e+02,1.397179809570312500e+03
4.896081542968750000e+02,1.393211914062500000e+03
4.900617675781250000e+02,1.391228149414062500e+03
4.905153198242187500e+02,1.396187744140625000e+03
4.909688720703125000e+02,1.393211914062500000e+03
4.914224243164062500e+02,1.391228149414062500e+03
4.918759155273437500e+02,1.400155883789062500e+03
4.923294067382812500e+02,1.391228149414062500e+03
4.927828369140625000e+02,1.393211914062500000e+03
4.932362670898437500e+02,1.392219970703125000e+03
4.936896362304687500e+02,1.392219970703125000e+03
4.941430053710937500e+02,1.387260620117187500e+03
4.945963745117187500e+02,1.388252563476562500e+03
4.950497436523437500e+02,1.393211914062500000e+03
4.955030517578125000e+02,1.389244262695312500e+03
4.959562988281250000e+02,1.388252563476562500e+03
4.964095458984375000e+02,1.389244262695312500e+03
4.968627929687500000e+02,1.393211914062500000e+03
4.973159790039062500e+02,1.391228149414062500e+03
4.977691650390625000e+02,1.402140136718750000e+03
4.982223510742187500e+02,1.388252563476562500e+03
4.986754760742187500e+02,1.393211914062500000e+03
4.991286010742187500e+02,1.395195800781250000e+03
4.995816650390625000e+02,1.391228149414062500e+03
5.000347290039062500e+02,1.393211914062500000e+03
5.004877929687500000e+02,1.386268798828125000e+03
5.009407958984375000e+02,1.398171752929687500e+03
5.013937377929687500e+02,1.386268798828125000e+03
5.018467407226562500e+02,1.395195800781250000e+03
5.022996826171875000e+02,1.387260620117187500e+03
5.027525634765625000e+02,1.396187744140625000e+03
5.032054443359375000e+02,1.391228149414062500e+03
5.036583251953125000e+02,1.392219970703125000e+03
5.041111450195312500e+02,1.385276977539062500e+03
5.045639648437500000e+02,1.391228149414062500e+03
5.050167846679687500e+02,1.399163818359375000e+03
5.054695434570312500e+02,1.396187744140625000e+03
5.059222412109375000e+02,1.391228149414062500e+03
5.063750000000000000e+02,1.387260620117187500e+03
5.068276977539062500e+02,1.393211914062500000e+03
5.072803344726562500e+02,1.399163818359375000e+03
5.077329711914062500e+02,1.390236206054687500e+03
5.081856079101562500e+02,1.399163818359375000e+03
5.086381835937500000e+02,1.385276977539062500e+03
5.090907592773437500e+02,1.394203735351562500e+03
5.095433349609375000e+02,1.389244262695312500e+03
5.099958496093750000e+02,1.398171752929687500e+03
5.104483032226562500e+02,1.387260620117187500e+03
5.109007568359375000e+02,1.394203735351562500e+03
5.113532104492187500e+02,1.392219970703125000e+03
5.118056640625000000e+02,1.397179809570312500e+03
5.122580566406250000e+02,1.386268798828125000e+03
5.127104492187500000e+02,1.389244262695312500e+03
5.131627807617187500e+02,1.391228149414062500e+03
5.136151123046875000e+02,1.386268798828125000e+03
5.140673828125000000e+02,1.401148071289062500e+03
5.145196533203125000e+02,1.393211914062500000e+03
5.149719238281250000e+02,1.398171752929687500e+03
5.154241333007812500e+02,1.395195800781250000e+03
5.158763427734375000e+02,1.387260620117187500e+03
5.163284912109375000e+02,1.389244262695312500e+03
5.167806396484375000e+02,1.386268798828125000e+03
5.172327880859375000e+02,1.393211914062500000e+03
5.176848754882812500e+02,1.391228149414062500e+03
5.181369628906250000e+02,1.389244262695312500e+03
5.185889892578125000e+02,1.395195800781250000e+03
5.190410156250000000e+02,1.395195800781250000e+03
5.194930419921875000e+02,1.395195800781250000e+03
5.199450073242187500e+02,1.393211914062500000e+03
5.203969726562500000e+02,1.396187744140625000e+03
5.208488769531250000e+02,1.390236206054687500e+03
5.213007812500000000e+02,1.395195800781250000e+03
5.217526245117187500e+02,1.389244262695312500e+03
5.222045288085937500e+02,1.399163818359375000e+03
5.226563720703125000e+02,1.386268798828125000e+03
5.231081542968750000e+02,1.389244262695312500e+03
5.235599365234375000e+02,1.387260620117187500e+03
5.240116577148437500e+02,1.388252563476562500e+03
5.244633789062500000e+02,1.388252563476562500e+03
5.249151000976562500e+02,1.396187744140625000e+03
5.253667602539062500e+02,1.393211914062500000e+03
5.258184204101562500e+02,1.392219970703125000e+03
5.262700805664062500e+02,1.396187744140625000e+03
5.267216796875000000e+02,1.395195800781250000e+03
5.271732788085937500e+02,1.389244262695312500e+03
5.276248168945312500e+02,1.390236206054687500e+03
5.280763549804687500e+02,1.387260620117187500e+03
5.285278320312500000e+02,1.398171752929687500e+03
5.289793090820312500e+02,1.388252563476562500e+03
5.294307861328125000e+02,1.393211914062500000e+03
5.298822021484375000e+02,1.385276977539062500e+03
5.303336181640625000e+02,1.400155883789062500e+03
5.307849731445312500e+02,1.393211914062500000e+03
5.312363281250000000e+02,1.389244262695312500e+03
5.316876831054687500e+02,1.389244262695312500e+03
5.321389770507812500e+02,1.395195800781250000e+03
5.325902709960937500e+02,1.390236206054687500e+03
5.330415649414062500e+02,1.393211914062500000e+03
5.334927368164062500e+02,1.394203735351562500e+03
5.339439697265625000e+02,1.385276977539062500e+03
5.343951416015625000e+02,1.386268798828125000e+03
5.348463134765625000e+02,1.393211914062500000e+03
5.352974243164062500e+02,1.387260620117187500e+03
5.357485351562500000e+02,1.393211914062500000e+03
5.361996459960937500e+02,1.390236206054687500e+03
5.366506958007812500e+02,1.391228149414062500e+03
5.371017456054687500e+02,1.391228149414062500e+03
5.375527343750000000e+02,1.400155883789062500e+03
5.380037231445312500e+02,1.391228149414062500e+03
5.384546508789062500e+02,1.387260620117187500e+03
5.389056396484375000e+02,1.392219970703125000e+03
5.393565063476562500e+02,1.390236206054687500e+03
5.398074340820312500e+02,1.391228149414062500e+03
5.402583007812500000e+02,1.387260620117187500e+03
5.407091064453125000e+02,1.394203735351562500e+03
5.411599121093750000e+02,1.384285278320312500e+03
5.416107177734375000e+02,1.393211914062500000e+03
5.420614624023437500e+02,1.389244262695312500e+03
5.425122070312500000e+02,1.401148071289062500e+03
5.429628906250000000e+02,1.391228149414062500e+03
5.434135742187500000e+02,1.398171752929687500e+03
5.438642578125000000e+02,1.399163818359375000e+03
5.443148803710937500e+02,1.389244262695312500e+03
5.447655029296875000e+02,1.388252563476562500e+03
5.452160644531250000e+02,1.390236206054687500e+03
5.456666259765625000e+02,1.397179809570312500e+03
5.461171875000000000e+02,1.383293579101562500e+03
5.465676879882812500e+02,1.394203735351562500e+03
5.470181884765625000e+02,1.392219970703125000e+03
5.474686279296875000e+02,1.390236206054687500e+03
5.479190673828125000e+02,1.390236206054687500e+03
5.483694458007812500e+02,1.391228149414062500e+03
5.488198852539062500e+02,1.387260620117187500e+03
5.492702026367187500e+02,1.394203735351562500e+03
5.497205810546875000e+02,1.402140136718750000e+03
5.501708984375000000e+02,1.387260620117187500e+03
5.506211547851562500e+02,1.394203735351562500e+03
5.510714111328125000e+02,1.388252563476562500e+03
5.515216674804687500e+02,1.393211914062500000e+03
5.519718627929687500e+02,1.391228149414062500e+03
5.524220581054687500e+02,1.394203735351562500e+03
5.528721923828125000e+02,1.397179809570312500e+03
5.533223266601562500e+02,1.386268798828125000e+03
5.537724609375000000e+02,1.398171752929687500e+03
5.542225341796875000e+02,1.400155883789062500e+03
5.546726074218750000e+02,1.405116455078125000e+03
5.551226196289062500e+02,1.389244262695312500e+03
5.555726318359375000e+02,1.395195800781250000e+03
5.560226440429687500e+02,1.392219970703125000e+03
5.564725952148437500e+02,1.385276977539062500e+03
5.569225463867187500e+02,1.396187744140625000e+03
5.573724365234375000e+02,1.391228149414062500e+03
5.578223266601562500e+02,1.383293579101562500e+03
5.582721557617187500e+02,1.390236206054687500e+03
5.587220458984375000e+02,1.398171752929687500e+03
5.591718139648437500e+02,1.390236206054687500e+03
5.596215820312500000e+02,1.392219970703125000e+03
5.600713500976562500e+02,1.392219970703125000e+03
5.605211181640625000e+02,1.392219970703125000e+03
5.609708251953125000e+02,1.395195800781250000e+03
5.614205322265625000e+02,1.390236206054687500e+03
5.618701782226562500e+02,1.401148071289062500e+03
5.623198242187500000e+02,1.391228149414062500e+03
5.627694091796875000e+02,1.393211914062500000e+03
5.632189941406250000e+02,1.390236206054687500e+03
5.636685791015625000e+02,1.392219970703125000e+03
5.641181030273437500e+02,1.394203735351562500e+03
5.645675659179687500e+02,1.389244262695312500e+03
5.650170898437500000e+02,1.391228149414062500e+03
5.654665527343750000e+02,1.387260620117187500e+03
5.659159545898437500e+02,1.406108764648437500e+03
5.663653564453125000e+02,1.387260620117187500e+03
5.668147583007812500e+02,1.391228149414062500e+03
5.672640991210937500e+02,1.389244262695312500e+03
5.677134399414062500e+02,1.392219970703125000e+03
5.681627807617187500e+02,1.397179809570312500e+03
5.686120605468750000e+02,1.387260620117187500e+03
5.690612792968750000e+02,1.393211914062500000e+03
5.695105590820312500e+02,1.384285278320312500e+03
5.699597167968750000e+02,1.394203735351562500e+03
5.704089355468750000e+02,1.398171752929687500e+03
5.708580932617187500e+02,1.397179809570312500e+03
5.713072509765625000e+02,1.393211914062500000e+03
5.717562866210937500e+02,1.391228149414062500e+03
5.722053833007812500e+02,1.394203735351562500e+03
5.726544799804687500e+02,1.394203735351562500e+03
5.731035156250000000e+02,1.400155883789062500e+03
5.735524902343750000e+02,1.385276977539062500e+03
5.740014648437500000e+02,1.394203735351562500e+03
5.744504394531250000e+02,1.381310058593750000e+03
5.748993530273437500e+02,1.402140136718750000e+03
5.753482666015625000e+02,1.389244262695312500e+03
5.757971801757812500e+02,1.390236206054687500e+03
5.762459716796875000e+02,1.400155883789062500e+03
5.766948242187500000e+02,1.391228149414062500e+03
5.771436157226562500e+02,1.390236206054687500e+03
5.775924072265625000e+02,1.392219970703125000e+03
5.780411376953125000e+02,1.393211914062500000e+03
5.784899291992187500e+02,1.387260620117187500e+03
5.789385986328125000e+02,1.394203735351562500e+03
5.793872680664062500e+02,1.392219970703125000e+03
5.798359375000000000e+02,1.388252563476562500e+03
5.802845458984375000e+02,1.390236206054687500e+03
5.807331542968750000e+02,1.385276977539062500e+03
5.811817626953125000e+02,1.396187744140625000e+03
5.816303100585937500e+02,1.384285278320312500e+03
5.820787963867187500e+02,1.390236206054687500e+03
5.825273437500000000e+02,1.390236206054687500e+03
5.829758300781250000e+02,1.395195800781250000e+03
5.834242553710937500e+02,1.396187744140625000e+03
5.838726806640625000e+02,1.400155883789062500e+03
5.843211059570312500e+02,1.393211914062500000e+03
5.847694702148437500e+02,1.393211914062500000e+03
5.852178344726562500e+02,1.398171752929687500e+03
5.856661376953125000e+02,1.390236206054687500e+03
5.861144409179687500e+02,1.395195800781250000e+03
5.865626831054687500e+02,1.387260620117187500e+03
5.870109252929687500e+02,1.394203735351562500e+03
5.874591674804687500e+02,1.382301757812500000e+03
5.879073486328125000e+02,1.398171752929687500e+03
5.883555297851562500e+02,1.387260620117187500e+03
5.888037109375000000e+02,1.396187744140625000e+03
5.892518310546875000e+02,1.394203735351562500e+03
5.896998901367187500e+02,1.401148071289062500e+03
5.901479492187500000e+02,1.391228149414062500e+03
5.905960083007812500e+02,1.384285278320312500e+03
5.910440673828125000e+02,1.399163818359375000e+03
5.914920654296875000e+02,1.392219970703125000e+03
5.919400024414062500e+02,1.381310058593750000e+03
5.923879394531250000e+02,1.390236206054687500e+03
5.928358764648437500e+02,1.395195800781250000e+03
5.932837524414062500e+02,1.393211914062500000e+03
5.937316284179687500e+02,1.390236206054687500e+03
5.941795043945312500e+02,1.404124389648437500e+03
5.946273193359375000e+02,1.391228149414062500e+03
5.950750732421875000e+02,1.395195800781250000e+03
5.955228271484375000e+02,1.395195800781250000e+03
5.959706420898437500e+02,1.392219970703125000e+03
5.964183349609375000e+02,1.386268798828125000e+03
5.968660278320312500e+02,1.394203735351562500e+03
5.973136596679687500e+02,1.392219970703125000e+03
5.977612915039062500e+02,1.383293579101562500e+03
5.982089233398437500e+02,1.398171752929687500e+03
5.986565551757812500e+02,1.384285278320312500e+03
5.991040649414062500e+02,1.395195800781250000e+03
5.995516357421875000e+02,1.387260620117187500e+03
5.999991455078125000e+02,1.398171752929687500e+03
6.004466552734375000e+02,1.390236206054687500e+03
6.008941040039062500e+02,1.396187744140625000e+03
6.013415527343750000e+02,1.394203735351562500e+03
6.017889404296875000e+02,1.391228149414062500e+03
6.022363281250000000e+02,1.386268798828125000e+03
6.026836547851562500e+02,1.395195800781250000e+03
6.031310424804687500e+02,1.385276977539062500e+03
6.035783081054687500e+02,1.387260620117187500e+03
6.040256347656250000e+02,1.397179809570312500e+03
6.044728393554687500e+02,1.392219970703125000e+03
6.049201049804687500e+02,1.396187744140625000e+03
6.053673095703125000e+02,1.401148071289062500e+03
6.058145141601562500e+02,1.397179809570312500e+03
6.062616577148437500e+02,1.399163818359375000e+03
6.067088012695312500e+02,1.385276977539062500e+03
6.071558837890625000e+02,1.399163818359375000e+03
6.076029663085937500e+02,1.389244262695312500e+03
6.080500488281250000e+02,1.401148071289062500e+03
6.084970703125000000e+02,1.386268798828125000e+03
6.089440307617187500e+02,1.392219970703125000e+03
6.093910522460937500e+02,1.389244262695312500e+03
6.098379516601562500e+02,1.392219970703125000e+03
6.102849121093750000e+02,1.399163818359375000e+03
6.107318115234375000e+02,1.393211914062500000e+03
6.111787109375000000e+02,1.401148071289062500e+03
6.116255493164062500e+02,1.390236206054687500e+03
6.120723876953125000e+02,1.397179809570312500e+03
6.125191650390625000e+02,1.387260620117187500e+03
6.129659423828125000e+02,1.400155883789062500e+03
6.134127197265625000e+02,1.390236206054687500e+03
6.138594360351562500e+02,1.389244262695312500e+03
6.143060913085937500e+02,1.388252563476562500e+03
6.147528076171875000e+02,1.396187744140625000e+03
6.151994018554687500e+02,1.398171752929687500e+03
6.156460571289062500e+02,1.393211914062500000e+03
6.160926513671875000e+02,1.396187744140625000e+03
6.165392456054687500e+02,1.394203735351562500e+03
6.169857788085937500e+02,1.390236206054687500e+03
6.174323120117187500e+02,1.397179809570312500e+03
6.178787841796875000e+02,1.380318359375000000e+03
6.183252563476562500e+02,1.394203735351562500e+03
6.187716674804687500e+02,1.391228149414062500e+03
6.192181396484375000e+02,1.401148071289062500e+03
6.196644897460937500e+02,1.383293579101562500e+03
6.201109008789062500e+02,1.393211914062500000e+03
6.205571899414062500e+02,1.387260620117187500e+03
6.210035400390625000e+02,1.389244262695312500e+03
6.214498291015625000e+02,1.396187744140625000e+03
6.218960571289062500e+02,1.396187744140625000e+03
6.223423461914062500e+02,1.391228149414062500e+03
6.227885131835937500e+02,1.393211914062500000e+03
6.232346801757812500e+02,1.396187744140625000e+03
6.236808471679687500e+02,1.392219970703125000e+03
6.241270141601562500e+02,1.395195800781250000e+03
6.245731201171875000e+02,1.395195800781250000e+03
6.250191650390625000e+02,1.394203735351562500e+03
6.254652709960937500e+02,1.393211914062500000e+03
6.259112548828125000e+02,1.385276977539062500e+03
6.263572998046875000e+02,1.394203735351562500e+03
6.268032836914062500e+02,1.397179809570312500e+03
6.272492675781250000e+02,1.398171752929687500e+03
6.276951904296875000e+02,1.387260620117187500e+03
6.281410522460937500e+02,1.404124389648437500e+03
6.285869750976562500e+02,1.396187744140625000e+03
6.290327758789062500e+02,1.396187744140625000e+03
6.294786376953125000e+02,1.401148071289062500e+03
6.299244384765625000e+02,1.393211914062500000e+03
6.303701782226562500e+02,1.393211914062500000e+03
6.308159179687500000e+02,1.390236206054687500e+03
6.312616577148437500e+02,1.392219970703125000e+03
6.317073364257812500e+02,1.396187744140625000e+03
6.321530151367187500e+02,1.399163818359375000e+03
6.325986938476562500e+02,1.384285278320312500e+03
6.330443115234375000e+02,1.393211914062500000e+03
6.334899291992187500e+02,1.388252563476562500e+03
6.339354858398437500e+02,1.393211914062500000e+03
6.343810424804687500e+02,1.387260620117187500e+03
6.348265380859375000e+02,1.393211914062500000e+03
6.352720336914062500e+02,1.396187744140625000e+03
6.357175292968750000e+02,1.393211914062500000e+03
6.361629028320312500e+02,1.391228149414062500e+03
6.366083374023437500e+02,1.396187744140625000e+03
6.370537109375000000e+02,1.388252563476562500e+03
6.374991455078125000e+02,1.386268798828125000e+03
6.379444580078125000e+02,1.383293579101562500e+03
6.383897705078125000e+02,1.397179809570312500e+03
6.388350830078125000e+02,1.377343261718750000e+03
6.392803344726562500e+02,1.392219970703125000e+03
6.397255249023437500e+02,1.385276977539062500e+03
6.401707763671875000e+02,1.398171752929687500e+03
6.406159057617187500e+02,1.380318359375000000e+03
6.410610961914062500e+02,1.395195800781250000e+03
6.415062255859375000e+02,1.395195800781250000e+03
6.419513549804687500e+02,1.397179809570312500e+03
6.423964233398437500e+02,1.395195800781250000e+03
6.428414916992187500e+02,1.384285278320312500e+03
6.432864990234375000e+02,1.399163818359375000e+03
6.437315063476562500e+02,1.392219970703125000e+03
6.441765136718750000e+02,1.394203735351562500e+03
6.446214599609375000e+02,1.387260620117187500e+03
6.450663452148437500e+02,1.389244262695312500e+03
6.455112915039062500e+02,1.390236206054687500e+03
6.459561157226562500e+02,1.388252563476562500e+03
6.464010009765625000e+02,1.390236206054687500e+03
6.468458251953125000e+02,1.398171752929687500e+03
6.472906494140625000e+02,1.401148071289062500e+03
6.477353515625000000e+02,1.396187744140625000e+03
6.481801147460937500e+02,1.396187744140625000e+03
6.486248779296875000e+02,1.394203735351562500e+03
6.490695190429687500e+02,1.389244262695312500e+03
6.495142211914062500e+02,1.390236206054687500e+03
6.499588623046875000e+02,1.393211914062500000e+03
6.504034423828125000e+02,1.386268798828125000e+03
6.508480834960937500e+02,1.392219970703125000e+03
6.512926025390625000e+02,1.396187744140625000e+03
6.517371826171875000e+02,1.389244262695312500e+03
6.521817016601562500e+02,1.401148071289062500e+03
6.526261596679687500e+02,1.389244262695312500e+03
6.530706176757812500e+02,1.391228149414062500e+03
6.535150756835937500e+02,1.386268798828125000e+03
6.539594726562500000e+02,1.391228149414062500e+03
6.544038696289062500e+02,1.397179809570312500e+03
6.548482055664062500e+02,1.393211914062500000e+03
6.552925415039062500e+02,1.392219970703125000e+03
6.557368164062500000e+02,1.396187744140625000e+03
6.561810913085937500e+02,1.392219970703125000e+03
6.566253662109375000e+02,1.391228149414062500e+03
6.570695800781250000e+02,1.396187744140625000e+03
6.575137939453125000e+02,1.395195800781250000e+03
6.579579467773437500e+02,1.381310058593750000e+03
6.584020996093750000e+02,1.395195800781250000e+03
6.588462524414062500e+02,1.393211914062500000e+03
6.592903442382812500e+02,1.394203735351562500e+03
6.597344360351562500e+02,1.394203735351562500e+03
6.601784667968750000e+02,1.392219970703125000e+03
6.606224975585937500e+02,1.392219970703125000e+03
6.610664672851562500e+02,1.395195800781250000e+03
6.615104370117187500e+02,1.390236206054687500e+03
6.619544067382812500e+02,1.396187744140625000e+03
6.623983154296875000e+02,1.389244262695312500e+03
6.628422241210937500e+02,1.394203735351562500e+03
6.632860717773437500e+02,1.398171752929687500e+03
6.637299194335937500e+02,1.389244262695312500e+03
6.641737060546875000e+02,1.392219970703125000e+03
6.646174926757812500e+02,1.389244262695312500e+03
6.650612182617187500e+02,1.392219970703125000e+03
6.655050048828125000e+02,1.389244262695312500e+03
6.659487304687500000e+02,1.400155883789062500e+03
6.663923950195312500e+02,1.392219970703125000e+03
6.668360595703125000e+02,1.392219970703125000e+03
6.672796630859375000e+02,1.400155883789062500e+03
6.677232666015625000e+02,1.394203735351562500e+03
6.681668701171875000e+02,1.390236206054687500e+03
6.686104125976562500e+02,1.392219970703125000e+03
6.690539550781250000e+02,1.392219970703125000e+03
6.694974365234375000e+02,1.393211914062500000e+03
6.699409179687500000e+02,1.390236206054687500e+03
6.703843383789062500e+02,1.399163818359375000e+03
6.708278198242187500e+02,1.384285278320312500e+03
6.712711791992187500e+02,1.389244262695312500e+03
6.717145385742187500e+02,1.385276977539062500e+03
6.721578979492187500e+02,1.396187744140625000e+03
6.726011962890625000e+02,1.389244262695312500e+03
6.730444946289062500e+02,1.396187744140625000e+03
6.734877319335937500e+02,1.395195800781250000e+03
6.739310302734375000e+02,1.399163818359375000e+03
6.743742065429687500e+02,1.393211914062500000e+03
6.748174438476562500e+02,1.391228149414062500e+03
6.752605590820312500e+02,1.389244262695312500e+03
6.757037353515625000e+02,1.385276977539062500e+03
6.761468505859375000e+02,1.394203735351562500e+03
6.765899047851562500e+02,1.388252563476562500e+03
6.770329589843750000e+02,1.391228149414062500e+03
6.774759521484375000e+02,1.392219970703125000e+03
6.779190063476562500e+02,1.392219970703125000e+03
6.783619995117187500e+02,1.395195800781250000e+03
6.788049316406250000e+02,1.401148071289062500e+03
6.792478637695312500e+02,1.401148071289062500e+03
6.796907348632812500e+02,1.383293579101562500e+03
6.801336059570312500e+02,1.393211914062500000e+03
6.805764770507812500e+02,1.388252563476562500e+03
6.810192871093750000e+02,1.396187744140625000e+03
6.814620971679687500e+02,1.389244262695312500e+03
6.819049072265625000e+02,1.388252563476562500e+03
6.823475952148437500e+02,1.390236206054687500e+03
6.827903442382812500e+02,1.393211914062500000e+03
6.832330322265625000e+02,1.397179809570312500e+03
6.836756591796875000e+02,1.394203735351562500e+03
6.841183471679687500e+02,1.394203735351562500e+03
6.845609130859375000e+02,1.385276977539062500e+03
6.850035400390625000e+02,1.392219970703125000e+03
6.854461059570312500e+02,1.390236206054687500e+03
6.858886108398437500e+02,1.393211914062500000e+03
6.863311157226562500e+02,1.391228149414062500e+03
6.867736206054687500e+02,1.394203735351562500e+03
6.872160644531250000e+02,1.391228149414062500e+03
6.876585083007812500e+02,1.392219970703125000e+03
6.881008911132812500e+02,1.400155883789062500e+03
6.885432739257812500e+02,1.386268798828125000e+03
6.889855957031250000e+02,1.398171752929687500e+03
6.894279785156250000e+02,1.393211914062500000e+03
6.898702392578125000e+02,1.386268798828125000e+03
6.903125000000000000e+02,1.390236206054687500e+03
6.907547607421875000e+02,1.390236206054687500e+03
6.911969604492187500e+02,1.387260620117187500e+03
6.916391601562500000e+02,1.392219970703125000e+03
6.920813598632812500e+02,1.393211914062500000e+03
6.925234985351562500e+02,1.389244262695312500e+03
6.929655761718750000e+02,1.394203735351562500e+03
6.934077148437500000e+02,1.397179809570312500e+03
6.938497924804687500e+02,1.397179809570312500e+03
6.942918090820312500e+02,1.395195800781250000e+03
6.947338256835937500e+02,1.394203735351562500e+03
6.951757812500000000e+02,1.400155883789062500e+03
6.956177368164062500e+02,1.384285278320312500e+03
6.960596923828125000e+02,1.393211914062500000e+03
6.965015869140625000e+02,1.396187744140625000e+03
6.969434814453125000e+02,1.398171752929687500e+03
6.973853149414062500e+02,1.389244262695312500e+03
6.978271484375000000e+02,1.397179809570312500e+03
6.982689208984375000e+02,1.389244262695312500e+03
6.987107543945312500e+02,1.395195800781250000e+03
6.991524658203125000e+02,1.395195800781250000e+03
6.995941772460937500e+02,1.390236206054687500e+03
7.000358886718750000e+02,1.394203735351562500e+03
7.004776000976562500e+02,1.390236206054687500e+03
7.009191894531250000e+02,1.395195800781250000e+03
7.013608398437500000e+02,1.396187744140625000e+03
7.018023681640625000e+02,1.387260620117187500e+03
7.022439575195312500e+02,1.388252563476562500e+03
7.026854858398437500e+02,1.393211914062500000e+03
7.031270141601562500e+02,1.391228149414062500e+03
7.035684814453125000e+02,1.378334960937500000e+03
7.040099487304687500e+02,1.398171752929687500e+03
7.044514160156250000e+02,1.388252563476562500e+03
7.048927612304687500e+02,1.391228149414062500e+03
7.053341674804687500e+02,1.394203735351562500e+03
7.057755126953125000e+02,1.394203735351562500e+03
7.062168579101562500e+02,1.391228149414062500e+03
7.066581420898437500e+02,1.393211914062500000e+03
7.070994262695312500e+02,1.400155883789062500e+03
7.075406494140625000e+02,1.390236206054687500e+03
7.079819335937500000e+02,1.400155883789062500e+03
7.084230957031250000e+02,1.390236206054687500e+03
7.088642578125000000e+02,1.390236206054687500e+03
7.093054199218750000e+02,1.383293579101562500e+03
7.097465209960937500e+02,1.391228149414062500e+03
7.101876220703125000e+02,1.381310058593750000e+03
7.106286621093750000e+02,1.399163818359375000e+03
7.110697021484375000e+02,1.398171752929687500e+03
7.115107421875000000e+02,1.397179809570312500e+03
7.119517211914062500e+02,1.393211914062500000e+03
7.123926391601562500e+02,1.393211914062500000e+03
7.128336181640625000e+02,1.396187744140625000e+03
7.132744750976562500e+02,1.394203735351562500e+03
7.137153930664062500e+02,1.394203735351562500e+03
7.141561889648437500e+02,1.392219970703125000e+03
7.145970458984375000e+02,1.384285278320312500e+03
7.150378417968750000e+02,1.400155883789062500e+03
7.154786376953125000e+02,1.392219970703125000e+03
7.159193725585937500e+02,1.397179809570312500e+03
7.163601074218750000e+02,1.390236206054687500e+03
7.168007812500000000e+02,1.393211914062500000e+03
7.172414550781250000e+02,1.394203735351562500e+03
7.176820678710937500e+02,1.390236206054687500e+03
7.181226806640625000e+02,1.394203735351562500e+03
7.185632934570312500e+02,1.387260620117187500e+03
