Wavelength(nm)	Absorbance
365.333923	-0.000000
365.794037	-0.000000
366.254150	-0.000000
366.714203	-0.000000
367.174255	-0.000000
367.634247	-0.000000
368.094238	-0.000000
368.554199	-0.000000
369.014160	-0.000000
369.474091	-0.000000
369.933960	-0.000000
370.393860	-0.000000
370.853699	-0.000000
371.313538	-0.000000
371.773346	-0.000000
372.233124	-0.000000
372.692871	-0.000000
373.152618	-0.000000
373.612335	-0.000000
374.072021	-0.000000
374.531677	-0.000000
374.991333	-0.000000
375.450928	-0.000000
375.910522	-0.000000
376.370117	-0.000000
376.829651	-0.000000
377.289185	-0.000000
377.748657	-0.000000
378.208130	-0.000000
378.667603	-0.000000
379.127014	-0.000000
379.586426	-0.000000
380.045837	-0.000000
380.505188	-0.000000
380.964508	-0.000000
381.423828	-0.000000
381.883118	-0.000000
382.342377	-0.000000
382.801605	-0.000000
383.260834	-0.000000
383.720032	-0.000000
384.179199	-0.000000
384.638367	-0.000000
385.097473	-0.000000
385.556580	-0.000000
386.015625	-0.000000
386.474701	-0.000000
386.933716	-0.000000
387.392731	-0.000000
387.851715	-0.000000
388.310669	-0.000000
388.769592	-0.000000
389.228516	-0.000000
389.687408	-0.000000
390.146271	-0.000000
390.605103	-0.000000
391.063934	0.094377
391.522705	-0.000000
391.981506	0.074782
392.440247	0.075865
392.898956	0.073124
393.357666	0.091233
393.816345	-0.000000
394.274963	0.070471
394.733582	-0.000000
395.192200	0.062061
395.650787	0.068927
396.109344	0.062712
396.567871	-0.000000
397.026367	-0.000000
397.484863	0.054362
397.943329	0.064263
398.401794	-0.000000
398.860168	0.068108
399.318573	-0.000000
399.776947	0.054965
400.235291	-0.000000
400.693604	-0.000000
401.151917	0.058917
401.610168	0.055781
402.068420	0.049726
402.526672	0.058001
402.984863	0.064053
403.443024	0.078022
403.901184	0.093991
404.359314	0.072514
404.817444	0.086113
405.275513	0.072190
405.733551	0.044395
406.191589	0.036936
406.649597	-0.000000
407.107605	0.040965
407.565552	0.039244
408.023499	0.044395
408.481415	0.056390
408.939331	0.070152
409.397156	0.054237
409.855042	0.068051
410.312836	0.067842
410.770630	0.078281
411.228424	0.062439
411.686157	0.071604
412.143890	0.054412
412.601593	0.056418
413.059265	0.056178
413.516907	0.033606
413.974548	0.050121
414.432159	-0.000000
414.889740	0.041185
415.347290	0.060272
415.804840	0.065754
416.262360	0.053860
416.719849	0.067915
417.177307	0.055437
417.634766	0.076019
418.092163	0.065532
418.549561	0.060114
419.006897	0.057912
419.464264	0.053458
419.921570	0.039075
420.378906	0.028227
420.836151	0.029009
421.293396	0.030774
421.750610	0.042155
422.207825	0.058198
422.665009	0.063831
423.122162	0.085098
423.579285	0.056699
424.036377	0.088950
424.493469	0.077672
424.950531	0.060610
425.407562	0.061354
425.864563	0.036136
426.321564	0.028111
426.778534	0.042392
427.235474	-0.000000
427.692383	0.037571
428.149292	0.042152
428.606140	0.054529
429.062988	0.052298
429.519775	0.056696
429.976593	0.069135
430.433350	0.083408
430.890137	0.065605
431.346832	0.078297
431.803528	0.077338
432.260193	0.036093
432.716858	0.033296
433.173492	0.045500
433.630066	-0.000000
434.086670	-0.000000
434.543213	-0.000000
434.999756	0.040832
435.456238	0.054708
435.912750	0.052282
436.369202	0.069889
436.825623	0.072944
437.282043	0.086089
437.738434	0.063167
438.194794	0.061939
438.651123	0.067802
439.107452	0.082288
439.563751	0.037824
440.020020	-0.000000
440.476257	0.023839
440.932465	-0.000000
441.388672	-0.000000
441.844849	-0.000000
442.300964	0.031589
442.757080	0.036186
443.213196	0.038971
443.669281	0.054553
444.125336	0.069938
444.581360	0.075704
445.037354	0.091125
445.493347	0.082117
445.949280	0.074798
446.405212	0.060332
446.861145	0.058097
447.317017	0.049735
447.772888	0.031922
448.228699	-0.000000
448.684509	-0.000000
449.140259	-0.000000
449.596069	0.039292
450.051819	0.034156
450.507507	0.050647
450.963196	0.059249
451.418884	0.058812
451.874512	0.075212
452.330139	0.079885
452.785706	0.070303
453.241272	0.072651
453.696838	0.067659
454.152344	0.057565
454.607849	0.041292
455.063293	0.036876
455.518738	-0.000000
455.974182	0.024087
456.429565	-0.000000
456.884949	0.019904
457.340332	0.027300
457.795654	0.029709
458.250916	0.048613
458.706238	0.054390
459.161499	0.052901
459.616699	0.085152
460.071899	0.076945
460.527100	0.095740
460.982239	0.077974
461.437378	0.075052
461.892456	0.056132
462.347534	0.062135
462.802612	0.036088
463.257690	0.029830
463.712646	0.036545
464.167664	-0.000000
464.622620	-0.000000
465.077576	0.019496
465.532471	0.019599
465.987366	-0.000000
466.442261	0.034996
466.897095	0.050655
467.351868	0.054054
467.806702	0.059257
468.261475	0.068713
468.716187	0.072303
469.170898	0.080196
469.625610	0.071252
470.080261	0.074136
470.534912	0.071390
470.989563	0.034126
471.444153	0.021391
471.898743	-0.000000
472.353271	-0.000000
472.807800	-0.000000
473.262329	-0.000000
473.716797	0.020164
474.171265	0.019831
474.625671	0.032605
475.080078	0.047159
475.534424	0.073790
475.988831	0.072527
476.443115	0.072211
476.897461	0.087833
477.351746	0.077126
477.805969	0.092348
478.260254	0.064526
478.714417	0.066081
479.168640	0.063440
479.622803	0.038134
480.076904	0.020255
480.531006	-0.000000
480.985107	-0.000000
481.439209	-0.000000
481.893188	-0.000000
482.347229	-0.000000
482.801208	0.023036
483.255188	0.038730
483.709106	0.059408
484.163025	0.066232
484.616943	0.087210
485.070801	0.083057
485.524658	0.091045
485.978455	0.077664
486.432251	0.083543
486.886047	0.077428
487.339783	0.061209
487.793518	0.044478
488.247192	0.041900
488.700867	0.030734
489.154541	-0.000000
489.608154	-0.000000
490.061768	-0.000000
490.515320	-0.000000
490.968872	-0.000000
491.422424	-0.000000
491.875916	-0.000000
492.329407	0.030758
492.782837	0.032700
493.236267	0.048301
493.689636	0.074527
494.143005	0.063945
494.596375	0.081138
495.049744	0.098450
495.503052	0.082993
495.956299	0.070880
496.409546	0.056430
496.862793	0.050312
497.315979	0.040243
497.769165	-0.000000
498.222351	-0.000000
498.675476	-0.000000
499.128601	-0.000000
499.581665	-0.000000
500.034729	-0.000000
500.487793	-0.000000
500.940796	-0.000000
501.393738	0.025086
501.846741	0.027174
502.299683	0.056392
502.752563	0.069984
503.205444	0.083656
503.658325	0.067243
504.111145	0.071710
504.563965	0.087190
505.016785	0.081581
505.469543	0.076949
505.922241	0.065988
506.375000	0.050983
506.827698	0.036116
507.280334	0.025308
507.732971	-0.000000
508.185608	-0.000000
508.638184	-0.000000
509.090759	-0.000000
509.543335	-0.000000
509.995850	-0.000000
510.448303	-0.000000
510.900757	0.033294
511.353210	0.031367
511.805664	0.032517
512.258057	0.060316
512.710449	0.070398
513.162781	0.085445
513.615112	0.074079
514.067383	0.071672
514.519653	0.083244
514.971924	0.072066
515.424133	0.071846
515.876343	0.043181
516.328491	0.034355
516.780640	0.026961
517.232788	-0.000000
517.684875	-0.000000
518.136963	-0.000000
518.588989	-0.000000
519.041016	-0.000000
519.493042	-0.000000
519.945007	-0.000000
520.396973	-0.000000
520.848877	0.027731
521.300781	0.034311
521.752625	0.045066
522.204529	0.061242
522.656372	0.060203
523.108154	0.103144
523.559937	0.090606
524.011658	0.086252
524.463379	0.090067
524.915100	0.076885
525.366760	0.063724
525.818420	0.061617
526.270081	0.053285
526.721680	0.044583
527.173279	0.037280
527.624817	0.023628
528.076355	-0.000000
528.527832	-0.000000
528.979309	-0.000000
529.430786	-0.000000
529.882202	-0.000000
530.333618	-0.000000
530.784973	-0.000000
531.236328	-0.000000
531.687683	0.020866
532.138977	0.046858
532.590271	0.058550
533.041565	0.068904
533.492737	0.078337
533.943970	0.083513
534.395142	0.068182
534.846313	0.081433
535.297424	0.058045
535.748535	0.064333
536.199646	0.055616
536.650696	0.056396
537.101746	0.051424
537.552734	0.032950
538.003723	0.027734
538.454651	-0.000000
538.905640	-0.000000
539.356506	-0.000000
539.807434	-0.000000
540.258301	-0.000000
540.709106	-0.000000
541.159912	-0.000000
541.610718	-0.000000
542.061462	-0.000000
542.512207	0.023428
542.962891	0.030118
543.413574	0.048916
543.864258	0.062491
544.314880	0.064302
544.765503	0.078127
545.216064	0.089117
545.666626	0.079772
546.117188	0.080375
546.567688	0.072562
547.018188	0.070234
547.468628	0.045569
547.919067	0.041912
548.369446	0.030621
548.819885	0.028896
549.270203	0.015888
549.720581	0.013228
550.170898	0.011263
550.621155	-0.000000
551.071411	-0.000000
551.521667	-0.000000
551.971863	-0.000000
552.422058	-0.000000
552.872192	-0.000000
553.322327	0.009352
553.772461	0.021975
554.222534	0.035801
554.672607	0.064470
555.122620	0.056705
555.572632	0.071445
556.022644	0.069830
556.472595	0.085429
556.922546	0.070591
557.372437	0.070443
557.822327	0.084068
558.272156	0.058705
558.722046	0.046320
559.171814	0.047709
559.621582	0.042724
560.071350	0.031659
560.521118	0.028159
560.970825	0.017732
561.420532	-0.000000
561.870178	-0.000000
562.319824	-0.000000
562.769409	-0.000000
563.218994	-0.000000
563.668579	-0.000000
564.118103	-0.000000
564.567566	-0.000000
565.017090	-0.000000
565.466553	0.012442
565.915955	0.019648
566.365356	0.044519
566.814758	0.059878
567.264099	0.081823
567.713440	0.081987
568.162781	0.086109
568.612061	0.096386
569.061279	0.076094
569.510559	0.074142
569.959717	0.073968
570.408936	0.070205
570.858093	0.054394
571.307251	0.044120
571.756287	0.033112
572.205383	0.029086
572.654480	0.018767
573.103516	0.017938
573.552490	-0.000000
574.001465	-0.000000
574.450439	-0.000000
574.899353	-0.000000
575.348267	-0.000000
575.797180	-0.000000
576.245972	-0.000000
576.694824	-0.000000
577.143616	-0.000000
577.592407	0.007014
578.041138	0.027288
578.489929	0.038005
578.938599	0.046760
579.387268	0.062873
579.835938	0.076313
580.284546	0.088177
580.733154	0.095317
581.181763	0.093438
581.630310	0.084786
582.078796	0.077006
582.527344	0.071585
582.975830	0.048084
583.424255	0.041003
583.872681	0.027723
584.321106	0.021583
584.769470	0.019082
585.217834	-0.000000
585.666138	0.006357
586.114441	-0.000000
586.562683	-0.000000
587.010925	-0.000000
587.459167	-0.000000
587.907349	-0.000000
588.355530	-0.000000
588.803711	-0.000000
589.251831	-0.000000
589.699890	-0.000000
590.147949	0.010194
590.596008	0.017194
591.044067	0.034145
591.492065	0.046225
591.940002	0.054977
592.387939	0.063449
592.835876	0.074262
593.283752	0.082643
593.731628	0.093673
594.179504	0.081582
594.627319	0.076098
595.075073	0.069368
595.522827	0.058786
595.970642	0.052782
596.418335	0.042398
596.866028	0.033859
597.313660	0.021484
597.761292	0.005871
598.208923	-0.000000
598.656555	-0.000000
599.104065	-0.000000
599.551636	-0.000000
599.999146	-0.000000
600.446655	-0.000000
600.894104	-0.000000
601.341553	-0.000000
601.788940	-0.000000
602.236328	-0.000000
602.683655	-0.000000
603.131042	-0.000000
603.578308	0.012998
604.025635	0.017378
604.472839	0.023413
604.920105	0.045473
605.367310	0.065694
605.814514	0.066703
606.261658	0.083948
606.708801	0.092069
607.155884	0.093349
607.602966	0.093610
608.050049	0.090201
608.497070	0.087974
608.944031	0.075187
609.391052	0.054572
609.837952	0.046156
610.284912	0.035149
610.731812	0.032611
611.178711	0.008058
611.625549	-0.000000
612.072388	-0.000000
612.519165	-0.000000
612.965942	-0.000000
613.412720	-0.000000
613.859436	-0.000000
614.306091	-0.000000
614.752808	-0.000000
615.199402	-0.000000
615.646057	-0.000000
616.092651	-0.000000
616.539246	-0.000000
616.985779	0.012149
617.432312	0.014338
617.878784	0.026765
618.325256	0.027829
618.771667	0.038645
619.218140	0.053667
619.664490	0.056546
620.110901	0.074726
620.557190	0.080232
621.003540	0.092628
621.449829	0.102019
621.896057	0.087318
622.342346	0.089386
622.788513	0.078960
623.234680	0.055083
623.680847	0.047137
624.127014	0.038190
624.573120	0.023802
625.019165	0.011555
625.465271	0.015176
625.911255	-0.000000
626.357300	-0.000000
626.803284	-0.000000
627.249268	-0.000000
627.695190	-0.000000
628.141052	-0.000000
628.586975	-0.000000
629.032776	-0.000000
629.478638	-0.000000
629.924438	-0.000000
630.370178	-0.000000
630.815918	-0.000000
631.261658	-0.000000
631.707336	-0.000000
632.153015	0.011834
632.598694	0.024715
633.044312	0.049495
633.489929	0.050156
633.935486	0.060180
634.381042	0.065835
634.826538	0.073868
635.272034	0.090181
635.717529	0.087977
636.162903	0.087688
636.608337	0.086817
637.053711	0.080835
637.499146	0.089371
637.944458	0.078019
638.389771	0.067745
638.835083	0.047263
639.280334	0.034933
639.725525	0.006957
640.170776	0.008708
640.615906	-0.000000
641.061096	-0.000000
641.506226	-0.000000
641.951355	-0.000000
642.396423	-0.000000
642.841492	-0.000000
643.286499	-0.000000
643.731506	-0.000000
644.176514	-0.000000
644.621460	-0.000000
645.066345	-0.000000
645.511292	-0.000000
645.956116	-0.000000
646.401001	-0.000000
646.845825	0.011178
647.290649	0.027998
647.735352	0.018514
648.180115	0.040176
648.624878	0.041787
649.069519	0.040250
649.514221	0.053807
649.958862	0.069041
650.403442	0.073350
650.848083	0.080660
651.292603	0.092683
651.737183	0.084442
652.181702	0.076543
652.626160	0.070714
653.070618	0.061355
653.515076	0.068608
653.959473	0.065677
654.403870	0.060045
654.848206	0.047060
655.292542	0.034159
655.736816	0.021136
656.181091	-0.000000
656.625366	-0.000000
657.069580	-0.000000
657.513794	-0.000000
657.957947	-0.000000
658.402100	-0.000000
658.846252	-0.000000
659.290344	-0.000000
659.734436	-0.000000
660.178467	-0.000000
660.622498	-0.000000
661.066467	-0.000000
661.510437	-0.000000
661.954407	0.012400
662.398315	0.016562
662.842224	0.017486
663.286072	0.023285
663.729919	0.022078
664.173706	0.041490
664.617493	0.050048
665.061218	0.066260
665.505005	0.069431
665.948730	0.077100
666.392395	0.076716
666.836060	0.071204
667.279663	0.065164
667.723267	0.074484
668.166870	0.072568
668.610413	0.072779
669.053955	0.063652
669.497437	0.060763
669.940918	0.054696
670.384338	0.050255
670.827820	0.036003
671.271179	0.035555
671.714539	0.022319
672.157898	0.017252
672.601196	-0.000000
673.044495	-0.000000
673.487732	-0.000000
673.931030	-0.000000
674.374207	-0.000000
674.817444	-0.000000
675.260559	-0.000000
675.703735	-0.000000
676.146851	-0.000000
676.589905	-0.000000
677.032959	-0.000000
677.475952	-0.000000
677.919006	-0.000000
678.362000	-0.000000
678.804932	-0.000000
679.247864	0.013136
679.690735	0.009114
680.133606	0.026795
680.576477	0.034175
681.019287	0.026484
681.462097	0.041574
681.904907	0.049309
682.347595	0.056795
682.790344	0.068647
683.233032	0.081537
683.675659	0.084260
684.118347	0.084176
684.560913	0.090526
685.003540	0.079174
685.446106	0.081193
685.888611	0.067005
686.331116	0.054437
686.773621	0.056023
687.216064	0.053807
687.658508	0.056460
688.100891	0.043035
688.543274	0.040335
688.985596	0.031363
689.427979	0.011474
689.870239	-0.000000
690.312500	-0.000000
690.754761	-0.000000
691.196960	-0.000000
691.639160	-0.000000
692.081360	-0.000000
692.523499	-0.000000
692.965576	-0.000000
693.407715	-0.000000
693.849792	-0.000000
694.291809	-0.000000
694.733826	-0.000000
695.175781	-0.000000
695.617737	-0.000000
696.059692	-0.000000
696.501587	-0.000000
696.943481	-0.000000
697.385315	-0.000000
697.827148	0.017626
698.268921	0.028216
698.710754	0.046914
699.152466	0.056008
699.594177	0.056800
700.035889	0.062424
700.477600	0.073080
700.919189	0.079237
701.360840	0.087136
701.802368	0.092748
702.243958	0.106679
702.685486	0.091755
703.127014	0.092625
703.568481	0.085909
704.009949	0.085241
704.451416	0.070450
704.892761	0.077752
705.334167	0.067103
705.775513	0.062316
706.216858	0.055938
706.658142	0.039566
707.099426	0.029818
707.540649	0.011899
707.981934	-0.000000
708.423096	-0.000000
708.864258	-0.000000
709.305420	-0.000000
709.746521	-0.000000
710.187622	-0.000000
710.628662	-0.000000
711.069702	-0.000000
711.510742	-0.000000
711.951721	-0.000000
712.392639	-0.000000
712.833618	-0.000000
713.274475	-0.000000
713.715393	-0.000000
714.156189	-0.000000
714.597046	-0.000000
715.037842	-0.000000
715.478638	-0.000000
715.919373	-0.000000
716.360107	0.013507
716.800781	0.023596
717.241455	0.037231
717.682068	0.046917
718.122681	0.056382
718.563293	0.067157
719.003845	0.085501
719.444397	0.093630
719.884888	0.114669
720.325378	0.103063
720.765808	0.108739
721.206238	0.116053
721.646667	0.107469
722.087036	0.099662
722.527344	0.088466
722.967712	0.104206
723.408020	0.097909
723.848267	0.082162
724.288513	0.094697
724.728760	0.065324
725.168945	0.055532
725.609070	0.035567
726.049194	0.026999
726.489319	0.012655
726.929382	-0.000000
727.369507	-0.000000
727.809509	-0.000000
728.249512	-0.000000
728.689514	-0.000000
729.129395	-0.000000
729.569397	-0.000000
730.009277	-0.000000
730.449097	-0.000000
730.888977	-0.000000
731.328796	-0.000000
731.768616	-0.000000
732.208374	-0.000000
732.648071	-0.000000
733.087830	-0.000000
733.527527	-0.000000
733.967163	-0.000000
734.406738	-0.000000
734.846375	-0.000000
735.285950	-0.000000
735.725525	-0.000000
736.165039	0.012041
736.604553	0.011903
737.044006	0.025794
737.483459	0.047428
737.922913	0.067252
738.362244	0.076425
738.801636	0.090928
739.240967	0.103776
739.680298	0.113896
740.119568	0.122293
740.558838	0.124852
740.998047	0.125534
741.437256	0.122042
741.876465	0.137275
742.315613	0.122855
742.754700	0.119157
743.193848	0.102359
743.632935	0.087021
744.071960	0.089594
744.510986	0.078945
744.949951	0.064118
745.388916	0.051952
745.827881	0.039361
746.266785	0.035938
746.705627	0.016577
747.144531	0.010923
747.583374	-0.000000
748.022156	-0.000000
748.460938	-0.000000
748.899719	-0.000000
749.338440	-0.000000
749.777100	-0.000000
750.215820	-0.000000
750.654419	-0.000000
751.093079	-0.000000
751.531616	-0.000000
751.970215	-0.000000
752.408752	-0.000000
752.847229	-0.000000
753.285706	-0.000000
753.724182	-0.000000
754.162659	-0.000000
754.601013	-0.000000
755.039429	-0.000000
755.477783	-0.000000
755.916077	-0.000000
756.354370	-0.000000
756.792664	-0.000000
757.230896	0.020187
757.669128	0.033518
758.107300	0.038080
758.545471	0.059171
758.983643	0.070555
759.421692	0.075021
759.859802	0.083701
760.297852	0.100280
760.735901	0.111611
761.173889	0.128034
761.611877	0.134214
762.049866	0.138844
762.487732	0.115087
762.925659	0.106959
763.363525	0.105538
763.801392	0.106111
764.239136	0.097557
764.676941	0.102911
765.114685	0.090034
765.552429	0.075260
765.990112	0.054629
766.427856	0.038622
766.865479	0.035874
767.303101	0.013021
767.740723	0.019210
768.178284	-0.000000
768.615845	-0.000000
769.053345	-0.000000
769.490845	-0.000000
769.928284	-0.000000
770.365723	-0.000000
770.803162	-0.000000
771.240540	-0.000000
771.677917	-0.000000
772.115234	-0.000000
772.552551	-0.000000
772.989807	-0.000000
773.427063	-0.000000
773.864319	-0.000000
774.301514	-0.000000
774.738647	-0.000000
775.175781	-0.000000
775.612915	-0.000000
776.049988	-0.000000
776.487061	-0.000000
776.924072	-0.000000
777.361084	-0.000000
777.798096	-0.000000
778.234985	-0.000000
778.671936	-0.000000
779.108826	-0.000000
779.545715	0.031038
779.982544	0.036763
780.419373	0.065961
780.856140	0.076372
781.292969	0.080988
781.729675	0.077766
782.166382	0.088776
782.603088	0.099847
783.039734	0.127834
783.476379	0.140868
783.912964	0.138353
784.349548	0.145355
784.786072	0.140934
785.222595	0.137871
785.659058	0.141308
786.095581	0.130382
786.531982	0.112263
786.968384	0.121433
787.404785	0.121176
787.841125	0.100277
788.277466	0.084262
788.713806	0.060278
